match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary,numerical_runs,bowler,batsman,preprocessed_commentary
1,AFG,2,0.1,1,"Madushanka to Hazratullah Zazai, 1 run",nudged down to fine leg for a single,1,Madushanka,Hazratullah Zazai,"['nudg', 'fine', 'leg']"
1,AFG,2,0.2,0,"Madushanka to Rahmanullah, no run","lovely delivery, Holds its line and beats the defensive straight bat",0,Madushanka,Rahmanullah,"['love', 'deliveri', 'hold', 'line', 'beat', 'defens', 'straight', 'bat']"
1,AFG,2,0.3,1lb,"Madushanka to Rahmanullah, 1 leg bye",shaping back into him. He squeezes it thbrough the onside for a single,1,Madushanka,Rahmanullah,"['shape', 'back', 'squeez', 'onsid']"
1,AFG,2,0.4,0,"Madushanka to Hazratullah Zazai, no run","driven to extra cover, where it's well fielded",0,Madushanka,Hazratullah Zazai,"['driven', 'extra', 'cover', 'well', 'field']"
1,AFG,2,0.5,5w,"Madushanka to Hazratullah Zazai, 5 wide","well, that's help. 5 free runs gifted to Afghamistan, as this is so far down leg the keeper can do nought about it",5,Madushanka,Hazratullah Zazai,"['well', 'help', 'free', 'run', 'gift', 'thi', 'far', 'leg', 'keeper', 'nought']"
1,AFG,2,0.5,0,"Madushanka to Hazratullah Zazai, no run",swing and a miss outside off,0,Madushanka,Hazratullah Zazai,"['swing', 'miss', 'outsid']"
1,AFG,2,0.6,4,"Madushanka to Hazratullah Zazai, FOUR runs",picked up over midwicket and it races away for four. Great start for Afghanistan,4,Madushanka,Hazratullah Zazai,"['pick', 'midwicket', 'race', 'away', 'great', 'start']"
1,AFG,2,1.1,0,"Theekshana to Rahmanullah, no run","looked to heave over cover, and he's trapped in front. It looks plumb to me, really, and the umpire agrees. Afghanistan review, though. And what do I know!! Missing leg stump by some distance",0,Theekshana,Rahmanullah,"['look', 'heav', 'cover', 'trap', 'front', 'look', 'plumb', 'realli', 'umpir', 'agre', 'review', 'though', 'know', 'miss', 'leg', 'stump', 'distanc']"
1,AFG,2,1.2,2w,"Theekshana to Rahmanullah, 2 wide",heading down leg and they come through for a run,2,Theekshana,Rahmanullah,"['head', 'leg', 'come', 'run']"
1,AFG,2,1.2,0,"Theekshana to Hazratullah Zazai, no run",defended,0,Theekshana,Hazratullah Zazai,['defend']
1,AFG,2,1.3,0,"Theekshana to Hazratullah Zazai, no run",slapped to mid-off,0,Theekshana,Hazratullah Zazai,"['slap', 'doff']"
1,AFG,2,1.4,0,"Theekshana to Hazratullah Zazai, no run",beat the outside edge by a whisker,0,Theekshana,Hazratullah Zazai,"['beat', 'outsid', 'edg', 'whisker']"
1,AFG,2,1.5,2,"Theekshana to Hazratullah Zazai, 2 runs",slapped over cover in the air. Just about clears the infield,2,Theekshana,Hazratullah Zazai,"['slap', 'cover', 'air', 'clear', 'infield']"
1,AFG,2,1.6,0,"Theekshana to Hazratullah Zazai, no run","driven to cover-point. Better over, but Sri Lanka need wickets",0,Theekshana,Hazratullah Zazai,"['driven', 'overprint', 'better', 'sri', 'lanka', 'need', 'wicket']"
1,AFG,2,2.1,0,"Pathirana to Rahmanullah, no run","wowzers, I did not know that action was coming. What I'd only describe as extreme Malinga",0,Pathirana,Rahmanullah,"['power', 'know', 'action', 'wa', 'come', 'onli', 'describ', 'extrem', 'make']"
1,AFG,2,2.2,4,"Pathirana to Rahmanullah, FOUR runs","Half-volley, and Hurbaz slaps it past mid-off for four",4,Pathirana,Rahmanullah,"['halfvolley', 'urban', 'slap', 'past', 'doff']"
1,AFG,2,2.3,6,"Pathirana to Rahmanullah, SIX runs",picked up the short ball and helped it over fine leg for six. Got a top edge but he only needed to use the bowler's pace,6,Pathirana,Rahmanullah,"['pick', 'short', 'ball', 'help', 'fine', 'leg', 'got', 'top', 'edg', 'onli', 'need', 'use', 'bowler', 'pace']"
1,AFG,2,2.4,4,"Pathirana to Rahmanullah, FOUR runs","poor bowling, lovely batting. Half-volley once more, and Gurbaz times this beautifully to send it racing over cover for four",4,Pathirana,Rahmanullah,"['poor', 'bowl', 'love', 'bat', 'halfvolley', 'onc', 'urban', 'time', 'thi', 'beauti', 'send', 'race', 'cover']"
1,AFG,2,2.5,2,"Pathirana to Rahmanullah, 2 runs",low full toss. Squeezed out to midwicket for a couple,2,Pathirana,Rahmanullah,"['low', 'full', 'toss', 'squeez', 'midwicket']"
1,AFG,2,2.6,0,"Pathirana to Rahmanullah, no run",slower ball to finish with a dot. And here's Sreshth to take you through to the end,0,Pathirana,Rahmanullah,"['slower', 'ball', 'finish', 'dot', 'sreshth', 'take', 'end']"
1,AFG,2,3.1,1,"Hasaranga de Silva to Hazratullah Zazai, 1 run",full on off and the googly is drilled to long on with some power,1,Hasaranga de Silva,Hazratullah Zazai,"['full', 'googli', 'drill', 'long', 'power']"
1,AFG,2,3.2,1,"Hasaranga de Silva to Rahmanullah, 1 run",good length ball on off and turning into middle. Falls over slightly but gets a flick off his pads out of the way. To the man at deep square leg,1,Hasaranga de Silva,Rahmanullah,"['good', 'length', 'ball', 'turn', 'middl', 'fall', 'slightli', 'get', 'flick', 'hi', 'pad', 'way', 'man', 'deep', 'squar', 'leg']"
1,AFG,2,3.3,2lb,"Hasaranga de Silva to Hazratullah Zazai, 2 leg byes","full ball, just outside leg. Zazai plays a paddle sweep, or atleast attempts one. Ball rolls past the keeper's right, and he comes back for two. Umpire confirms what I suspected: off the pads",2,Hasaranga de Silva,Hazratullah Zazai,"['full', 'ball', 'outsid', 'leg', 'banzai', 'play', 'paddl', 'sweep', 'least', 'attempt', 'ball', 'roll', 'past', 'keeper', 'right', 'come', 'back', 'umpir', 'confirm', 'suspect', 'pad']"
1,AFG,2,3.4,0,"Hasaranga de Silva to Hazratullah Zazai, no run",full just outside leg and he gets low to sweep. Hits his body,0,Hasaranga de Silva,Hazratullah Zazai,"['full', 'outsid', 'leg', 'get', 'low', 'sweep', 'hit', 'hi', 'bodi']"
1,AFG,2,3.5,0,"Hasaranga de Silva to Hazratullah Zazai, no run","fullish on off. Zazai backs away, ends up being a tad too far to cut it well. Mistimed to the off side",0,Hasaranga de Silva,Hazratullah Zazai,"['fullish', 'banzai', 'back', 'away', 'end', 'tad', 'far', 'cut', 'well', 'mistim', 'side']"
1,AFG,2,3.6,6,"Hasaranga de Silva to Hazratullah Zazai, SIX runs",there it is! The short-arm jab over deep midwicket. Tossed up on off. Zazai clears the front leg and then almost checks his slog after connecting with the ball.,6,Hasaranga de Silva,Hazratullah Zazai,"['shorter', 'jab', 'deep', 'midwicket', 'toss', 'banzai', 'clear', 'front', 'leg', 'almost', 'check', 'hi', 'slog', 'connect', 'ball']"
1,AFG,2,4.1,6,"Theekshana to Rahmanullah, SIX runs",same treatment from the other end! Gurbaz moves across to the leg side and Theekshana follows him. Gurbaz gets low and plays a whippy sweep off his pads. Over deep backward square leg,6,Theekshana,Rahmanullah,"['treatment', 'end', 'urban', 'move', 'across', 'leg', 'side', 'theekshana', 'follow', 'urban', 'get', 'low', 'play', 'hippi', 'sweep', 'hi', 'pad', 'deep', 'backward', 'squar', 'leg']"
1,AFG,2,4.2,6,"Theekshana to Rahmanullah, SIX runs",swatted over the bowler! Goes into the first few rols. Full and slightly wide. Gurbaz throws his hands at it with mid off inside the circle. Bit of a toe-end but there's enough power in those arms to clear long off,6,Theekshana,Rahmanullah,"['swat', 'bowler', 'goe', 'first', 'roll', 'full', 'slightli', 'wide', 'urban', 'throw', 'hi', 'hand', 'mid', 'insid', 'circl', 'bit', 'tend', 'enough', 'power', 'arm', 'clear', 'long']"
1,AFG,2,4.3,4,"Theekshana to Rahmanullah, FOUR runs",the best of the lot as this full ball outside off is caressed gloriously past the diving mid off fielder!,4,Theekshana,Rahmanullah,"['best', 'lot', 'thi', 'full', 'ball', 'outsid', 'caress', 'glorious', 'past', 'dive', 'mid', 'fielder']"
1,AFG,2,4.4,0,"Theekshana to Rahmanullah, no run",full ball outside off Gurbaz tries to shape for a sweep past the keeper but it hits his body. Soft lbw appeal turned down with impact definitely outside off,0,Theekshana,Rahmanullah,"['full', 'ball', 'outsid', 'urban', 'tri', 'shape', 'sweep', 'past', 'keeper', 'hit', 'hi', 'bodi', 'soft', 'law', 'appeal', 'turn', 'impact', 'definit', 'outsid']"
1,AFG,2,4.5,1,"Theekshana to Rahmanullah, 1 run",good length ball sliding into leg stump. Gurbaz backs away and pushes it towards cover for a quick run,1,Theekshana,Rahmanullah,"['good', 'length', 'ball', 'slide', 'leg', 'stump', 'urban', 'back', 'away', 'push', 'toward', 'cover', 'quick', 'run']"
1,AFG,2,4.6,4,"Theekshana to Hazratullah Zazai, FOUR runs","clattered past the diving mid off fielder! Full, slightly wide outside off. Zazai offers minimal footwork but puts his hands out to meet it away from his body. Then just drills it past the non-striker, and mid off's dive to his left is futile. 21 off the over",4,Theekshana,Hazratullah Zazai,"['clatter', 'past', 'dive', 'mid', 'fielder', 'full', 'slightli', 'wide', 'outsid', 'banzai', 'offer', 'minim', 'foork', 'put', 'hi', 'hand', 'meet', 'away', 'hi', 'bodi', 'drill', 'past', 'nonstrik', 'mid', 'dive', 'hi', 'left', 'futil']"
1,AFG,2,5.1,6,"C Karunaratne to Rahmanullah, SIX runs","welcome to the attack, says Gurbaz. Bit of a pace-off delivery just outside off stuff. Gurbaz doesn't commit early, lets the ball come under his eyeline, and then lofts it high into the night sky. Soars over wide long off",6,C Karunaratne,Rahmanullah,"['welcom', 'attack', 'say', 'urban', 'bit', 'payoff', 'deliveri', 'outsid', 'stuff', 'urban', 'doe', ""n't"", 'commit', 'earli', 'let', 'ball', 'come', 'hi', 'eyelin', 'loft', 'high', 'night', 'sky', 'soar', 'wide', 'long']"
1,AFG,2,5.2,1lb,"C Karunaratne to Rahmanullah, 1 leg bye","quicker ball, full on middle and angling down leg. Gurbaz attempts the flick, misses, it hits his leg and rolls away to short fine leg",1,C Karunaratne,Rahmanullah,"['full', 'middl', 'angl', 'leg', 'urban', 'attempt', 'flick', 'miss', 'hit', 'hi', 'leg', 'roll', 'away', 'short', 'fine', 'leg']"
1,AFG,2,5.3,4,"C Karunaratne to Hazratullah Zazai, FOUR runs","wristy! Full ball on off and angling across slightly. Zazai reaches out and plays a bit of a scoopy drive over cover. Teases the infielders, falling just beyond them, and then gathers more pace into the boundary line",4,C Karunaratne,Hazratullah Zazai,"['wrist', 'full', 'ball', 'angl', 'across', 'slightli', 'banzai', 'reach', 'play', 'bit', 'scoop', 'drive', 'cover', 'tea', 'infield', 'fall', 'beyond', 'gather', 'pace', 'boundari', 'line']"
1,AFG,2,5.4,4,"C Karunaratne to Hazratullah Zazai, FOUR runs",deft! Length ball angling across and Zazai waits for the ball to get near him before playing a late cut past the diving backward point fielder,4,C Karunaratne,Hazratullah Zazai,"['deft', 'length', 'ball', 'angl', 'across', 'banzai', 'wait', 'ball', 'get', 'near', 'befor', 'play', 'late', 'cut', 'past', 'dive', 'backward', 'point', 'fielder']"
1,AFG,2,5.5,2,"C Karunaratne to Hazratullah Zazai, 2 runs","full ball on leg stump and Zazai looks to swipe across his line and hit a six over square leg. But this is mistimed, and Bhanuka runs in from the deep to try and take a catch, but the ball falls just short of him despite the dive.",2,C Karunaratne,Hazratullah Zazai,"['full', 'ball', 'leg', 'stump', 'banzai', 'look', 'swipe', 'across', 'hi', 'line', 'hit', 'squar', 'leg', 'thi', 'mistim', 'bhanuka', 'run', 'deep', 'tri', 'take', 'catch', 'ball', 'fall', 'short', 'despit', 'dive']"
1,AFG,2,5.6,4,"C Karunaratne to Hazratullah Zazai, FOUR runs",ends the powerplay in style! Even though this didn't go where expected. Full outside leg. Zazai makes room exposing all three stumps. Tries to smack it behind square on the leg side off his pads but it takes a thick edge and flies over the vacant slip cordon,4,C Karunaratne,Hazratullah Zazai,"['end', 'overplay', 'style', 'even', 'though', 'thi', ""n't"", 'go', 'expect', 'full', 'outsid', 'leg', 'banzai', 'make', 'room', 'expo', 'stump', 'tri', 'smack', 'behind', 'squar', 'leg', 'side', 'hi', 'pad', 'take', 'thick', 'edg', 'fli', 'vacant', 'slip', 'cordon']"
1,AFG,2,6.1,W,"Hasaranga de Silva to Rahmanullah, OUT","much needed for Sri Lanka and the Sri Lankans can afford to smile. Hasaranga bowls it slow, length delivery on off and a googly as well. Gurbaz charges down the track to slog over the leg side but the ball falls well before him, turns past the edge, and crashes into middle and leg stump.",0,Hasaranga de Silva,Rahmanullah,"['much', 'need', 'sri', 'lanka', 'sri', 'banian', 'afford', 'smile', 'hasaranga', 'bowl', 'slow', 'length', 'deliveri', 'googli', 'well', 'urban', 'charg', 'track', 'slog', 'leg', 'side', 'ball', 'fall', 'well', 'befor', 'turn', 'past', 'edg', 'crash', 'middl', 'leg', 'stump']"
1,AFG,2,6.2,0,"Hasaranga de Silva to Ibrahim Zadran, no run",fullish on off. Punched off the back foot to cover,0,Hasaranga de Silva,Ibrahim Zadran,"['fullish', 'punch', 'back', 'foot', 'cover']"
1,AFG,2,6.3,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run",gets off the mark. Good length ball outside off. Zadran rocks back and plays a punchy shot through the covers to the deep,1,Hasaranga de Silva,Ibrahim Zadran,"['get', 'mark', 'good', 'length', 'ball', 'outsid', 'madman', 'rock', 'back', 'play', 'punchi', 'shot', 'cover', 'deep']"
1,AFG,2,6.4,1,"Hasaranga de Silva to Hazratullah Zazai, 1 run","tossed up on leg stump, and Zazai drills it on the bounce to long on",1,Hasaranga de Silva,Hazratullah Zazai,"['toss', 'leg', 'stump', 'banzai', 'drill', 'bounc', 'long']"
1,AFG,2,6.5,0,"Hasaranga de Silva to Ibrahim Zadran, no run",full on off stump. Big stride forward and fended back,0,Hasaranga de Silva,Ibrahim Zadran,"['full', 'stump', 'big', 'stride', 'forward', 'fend', 'back']"
1,AFG,2,6.6,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run",flatter. Length ball outside off. Punched to cover's left and they scurry across for a single,1,Hasaranga de Silva,Ibrahim Zadran,"['flatter', 'length', 'ball', 'outsid', 'punch', 'cover', 'left', 'scurri', 'across']"
1,AFG,2,7.1,2,"Theekshana to Ibrahim Zadran, 2 runs",short ball outside off and he rocks back to cut it to the deep,2,Theekshana,Ibrahim Zadran,"['short', 'ball', 'outsid', 'rock', 'back', 'cut', 'deep']"
1,AFG,2,7.2,4,"Theekshana to Ibrahim Zadran, FOUR runs","slashed and slashed hard! Full outside off and tries to smack it square through the off side. Gets an edge, and finds the gap behind point!",4,Theekshana,Ibrahim Zadran,"['slash', 'slash', 'hard', 'full', 'outsid', 'tri', 'smack', 'squar', 'side', 'get', 'edg', 'find', 'gap', 'behind', 'point']"
1,AFG,2,7.3,1lb,"Theekshana to Ibrahim Zadran, 1 leg bye","full ball, turning in, hitting his pads and rolling away to short fine",1,Theekshana,Ibrahim Zadran,"['full', 'ball', 'turn', 'hit', 'hi', 'pad', 'roll', 'away', 'short', 'fine']"
1,AFG,2,7.4,1,"Theekshana to Hazratullah Zazai, 1 run",length ball slapped off the back foot to the fielder in the deep,1,Theekshana,Hazratullah Zazai,"['length', 'ball', 'slap', 'back', 'foot', 'fielder', 'deep']"
1,AFG,2,7.5,0,"Theekshana to Ibrahim Zadran, no run",tosses it up a bit more. Nurdled back to the bowler,0,Theekshana,Ibrahim Zadran,"['toss', 'bit', 'curdl', 'back', 'bowler']"
1,AFG,2,7.6,0,"Theekshana to Ibrahim Zadran, no run","length ball with Zadran backing away. He doesn't have the width to free his arms, ends up turning it over to midwicket",0,Theekshana,Ibrahim Zadran,"['length', 'ball', 'madman', 'back', 'away', 'doe', ""n't"", 'width', 'free', 'hi', 'arm', 'end', 'turn', 'midwicket']"
1,AFG,2,8.1,1,"Hasaranga de Silva to Hazratullah Zazai, 1 run",googly on a good length. Turning across Zazai and cut to the deep,1,Hasaranga de Silva,Hazratullah Zazai,"['googli', 'good', 'length', 'turn', 'across', 'banzai', 'cut', 'deep']"
1,AFG,2,8.2,4,"Hasaranga de Silva to Ibrahim Zadran, FOUR runs",",crunched!",4,Hasaranga de Silva,Ibrahim Zadran,['crunch']
1,AFG,2,8.3,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run",full ball on off stump. And crunched down the ground for one,1,Hasaranga de Silva,Ibrahim Zadran,"['full', 'ball', 'stump', 'crunch', 'ground']"
1,AFG,2,8.5,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run",full outside off and he drives away from his body through the covers. Protection in the deep though,1,Hasaranga de Silva,Ibrahim Zadran,"['full', 'outsid', 'drive', 'away', 'hi', 'bodi', 'cover', 'protect', 'deep', 'though']"
1,AFG,2,8.6,0,"Hasaranga de Silva to Hazratullah Zazai, no run","worked off his pads but can't beat short fine. A full ball, googly again around leg stump",0,Hasaranga de Silva,Hazratullah Zazai,"['work', 'hi', 'pad', 'ca', 'nt', 'beat', 'short', 'fine', 'full', 'ball', 'googli', 'around', 'leg', 'stump']"
1,AFG,2,9.1,1,"Theekshana to Ibrahim Zadran, 1 run",fuller outside off and struck down the ground for a single,1,Theekshana,Ibrahim Zadran,"['fuller', 'outsid', 'struck', 'ground']"
1,AFG,2,9.2,W,"Theekshana to Hazratullah Zazai, OUT","is he run out at the non-striker's? Oh dear, one of the worst ways to be out. Length all on leg stump. Zazai backs away and ends up flat-batting a shot straight back. Theekshana dives to his left, can't grab the ball completely, but gets a touch that takes the ball onto his stumps. Zadran was out of his crease, he knew it as soon as that happened, didn't really wait for the TV umpire.",0,Theekshana,Hazratullah Zazai,"['run', 'nonstrik', 'oh', 'dear', 'worst', 'way', 'length', 'leg', 'stump', 'banzai', 'back', 'away', 'end', 'flatbat', 'shot', 'straight', 'back', 'theekshana', 'dive', 'hi', 'left', 'ca', 'nt', 'grab', 'ball', 'complet', 'get', 'touch', 'take', 'ball', 'onto', 'hi', 'stump', 'madman', 'wa', 'hi', 'creas', 'knew', 'soon', 'happen', ""n't"", 'realli', 'wait', 'umpir']"
1,AFG,2,9.3,0,"Theekshana to Hazratullah Zazai, no run",length ball outside off from around the stumps. Cut to the off side,0,Theekshana,Hazratullah Zazai,"['length', 'ball', 'outsid', 'around', 'stump', 'cut', 'side']"
1,AFG,2,9.4,0,"Theekshana to Hazratullah Zazai, no run",sliding delivery originating on a length on off stump. But angling into middle and leg. Zazai tries to whip it across the line but the ball hits his body,0,Theekshana,Hazratullah Zazai,"['slide', 'deliveri', 'origin', 'length', 'stump', 'angl', 'middl', 'leg', 'banzai', 'tri', 'whip', 'across', 'line', 'ball', 'hit', 'hi', 'bodi']"
1,AFG,2,9.5,1,"Theekshana to Hazratullah Zazai, 1 run",another sliding delivery into the stumps after originating outside off. Cut from near his body to point,1,Theekshana,Hazratullah Zazai,"['anoth', 'slide', 'deliveri', 'stump', 'origin', 'outsid', 'cut', 'near', 'hi', 'bodi', 'point']"
1,AFG,2,9.6,1,"Theekshana to Zadran, 1 run",scores are tied with this flick off his pads to the deep behind square.,1,Theekshana,Zadran,"['score', 'tie', 'thi', 'flick', 'hi', 'pad', 'deep', 'behind', 'squar']"
1,AFG,2,10.1,1,"Asalanka to Zadran, 1 run","full on middle. Zadran tries to slog across the line but it takes an inside edge, goes past leg stump, and Afghanistan win by eight wickets",1,Asalanka,Zadran,"['full', 'middl', 'madman', 'tri', 'slog', 'across', 'line', 'take', 'insid', 'edg', 'goe', 'past', 'leg', 'stump', 'win', 'eight', 'wicket']"
1,SL,1,0.1,1,"Fazalhaq Farooqi to Nissanka, 1 run","full on leg stump, and clipped off his pads. To the sweeper fielder behind square on the leg side",1,Fazalhaq Farooqi,Nissanka,"['full', 'leg', 'stump', 'clip', 'hi', 'pad', 'sweeper', 'fielder', 'behind', 'squar', 'leg', 'side']"
1,SL,1,0.2,2,"Fazalhaq Farooqi to Mendis, 2 runs",overpitched ball on off stump. Bit of swing into him and he drives uppishly straight. Just over the bowler's grasp and Nabi has to run back from mid on to stop the boundary,2,Fazalhaq Farooqi,Mendis,"['overpitch', 'ball', 'stump', 'bit', 'swing', 'drive', 'uppishli', 'straight', 'bowler', 'grasp', 'nab', 'ha', 'run', 'back', 'mid', 'stop', 'boundari']"
1,SL,1,0.3,0,"Fazalhaq Farooqi to Mendis, no run",fullish on off stump. Angling across slightly. And left alone,0,Fazalhaq Farooqi,Mendis,"['fullish', 'stump', 'angl', 'across', 'slightli', 'left', 'al']"
1,SL,1,0.4,0,"Fazalhaq Farooqi to Mendis, no run",good length ball on middle stump. Angling away slightly. Poked to point,0,Fazalhaq Farooqi,Mendis,"['good', 'length', 'ball', 'middl', 'stump', 'angl', 'away', 'slightli', 'poke', 'point']"
1,SL,1,0.5,W,"Fazalhaq Farooqi to Mendis, OUT","fullish on middle and leg stump. Bit of swing into the leg stump. Tries to flick behind square, but misses. Hits the back pad. LBW appeal turned down But Afghanistan review. Ball tracking says the umpire got it wrong. Pitching on leg, hitting leg stump too. Afghanistan strike in the first over!",0,Fazalhaq Farooqi,Mendis,"['fullish', 'middl', 'leg', 'stump', 'bit', 'swing', 'leg', 'stump', 'tri', 'flick', 'behind', 'squar', 'miss', 'hit', 'back', 'pad', 'law', 'appeal', 'turn', 'review', 'ball', 'track', 'say', 'umpir', 'got', 'wrong', 'pitch', 'leg', 'hit', 'leg', 'stump', 'strike', 'first']"
1,SL,1,0.6,W,"Fazalhaq Farooqi to Asalanka, OUT","is he one? Looks like! Gets this length ball landing outside off stump and zipping in, surprising the left-hander. He tried to shuffle forward to fend at it, but the ball whizzes past the inside edge and hits him in front of off stump. Asalanka considers reviewing but eventually doesn't, replays confirm that would hit top of middle",0,Fazalhaq Farooqi,Asalanka,"['look', 'like', 'get', 'thi', 'length', 'ball', 'land', 'outsid', 'stump', 'zip', 'surpris', 'lefthand', 'tri', 'shuffl', 'forward', 'fend', 'ball', 'whizz', 'past', 'insid', 'edg', 'hit', 'front', 'stump', 'asalanka', 'consid', 'review', 'eventu', 'doe', ""n't"", 'replay', 'confirm', 'would', 'hit', 'top', 'middl']"
1,SL,1,1.1,0,"Naveen-ul-Haq to Nissanka, no run",good length ball angling in from over the stumps. Shuffles onto the off side and defends,0,Naveen-ul-Haq,Nissanka,"['good', 'length', 'ball', 'angl', 'stump', 'shuffl', 'onto', 'side', 'defend']"
1,SL,1,1.2,0,"Naveen-ul-Haq to Nissanka, no run",full ball on middle and leg. Flick attempted but the ball hits his heel en route to the keeper,0,Naveen-ul-Haq,Nissanka,"['full', 'ball', 'middl', 'leg', 'flick', 'attempt', 'ball', 'hit', 'hi', 'heel', 'en', 'rout', 'keeper']"
1,SL,1,1.3,0,"Naveen-ul-Haq to Nissanka, no run","fuller, just outside off. Crunches a drive but finds cover this time",0,Naveen-ul-Haq,Nissanka,"['fuller', 'outsid', 'crunch', 'drive', 'find', 'cover', 'thi', 'time']"
1,SL,1,1.4,0,"Naveen-ul-Haq to Nissanka, no run",another length ball slightly outside off stump. Fended to the off side,0,Naveen-ul-Haq,Nissanka,"['anoth', 'length', 'ball', 'slightli', 'outsid', 'stump', 'fend', 'side']"
1,SL,1,1.5,2,"Naveen-ul-Haq to Nissanka, 2 runs","slower ball. Length delivery wide outside off and the cutter jags in sharply. He comes down the track, swings across the line and mistimes a shot to the right of mid on",2,Naveen-ul-Haq,Nissanka,"['slower', 'ball', 'length', 'deliveri', 'wide', 'outsid', 'cutter', 'jag', 'sharpli', 'come', 'track', 'swing', 'across', 'line', 'mistim', 'shot', 'right', 'mid']"
1,SL,1,1.6,W,"Naveen-ul-Haq to Nissanka, OUT","full ball just outside off. Rolls his fingers over this delivery, and the ball ends up being a legcutter of sorts, holding its line instead of angling in with the arm. Nissanka tries to swing across the line, with an attempt to mow a shot over mid on, but the ball goes past the outside edge instead. Was there an edge? Umpire thinks so! But again there's a review: Sri Lanka ask for the TV umpire. Nervous Sri Lanka fans in the crowd as we wait for the ultraedge. And even though UltraEdge shows almost no deviation, the umpire says out! The Sri Lankan camp is stunned. Nissanka has to go while the Sri Lanka players still have their jaw on the floor.",0,Naveen-ul-Haq,Nissanka,"['full', 'ball', 'outsid', 'roll', 'hi', 'finger', 'thi', 'deliveri', 'ball', 'end', 'legcutt', 'sort', 'hold', 'line', 'instead', 'angl', 'arm', 'nissanka', 'tri', 'swing', 'across', 'line', 'attempt', 'mow', 'shot', 'mid', 'ball', 'goe', 'past', 'outsid', 'edg', 'instead', 'wa', 'edg', 'umpir', 'think', 'review', 'sri', 'lanka', 'ask', 'umpir', 'nervou', 'sri', 'lanka', 'fan', 'crowd', 'wait', 'ultraedg', 'even', 'though', 'ultraedg', 'show', 'almost', 'deviat', 'umpir', 'say', 'camp', 'stun', 'nissanka', 'ha', 'go', 'player', 'still', 'jaw', 'floor']"
1,SL,1,2.1,0,"Fazalhaq Farooqi to Gunathilaka, no run",full ball on off. Skidding into his pads as he presses forward to drive. Inside edged onto his pad.,0,Fazalhaq Farooqi,Gunathilaka,"['full', 'ball', 'skid', 'hi', 'pad', 'press', 'forward', 'drive', 'insid', 'edg', 'onto', 'hi', 'pad']"
1,SL,1,2.2,0,"Fazalhaq Farooqi to Gunathilaka, no run",full on middle and off stump. An on drive to mid on this time.,0,Fazalhaq Farooqi,Gunathilaka,"['full', 'middl', 'stump', 'drive', 'mid', 'thi', 'time']"
1,SL,1,2.3,0,"Fazalhaq Farooqi to Gunathilaka, no run",length ball on off stump. Shuffles across to the off side and fends by standing tall,0,Fazalhaq Farooqi,Gunathilaka,"['length', 'ball', 'stump', 'shuffl', 'across', 'side', 'fend', 'stand', 'tall']"
1,SL,1,2.4,0,"Fazalhaq Farooqi to Gunathilaka, no run",good length ball on a fourth-stump line. Punches this to the off side,0,Fazalhaq Farooqi,Gunathilaka,"['good', 'length', 'ball', 'thstump', 'line', 'punch', 'thi', 'side']"
1,SL,1,2.5,0,"Fazalhaq Farooqi to Gunathilaka, no run",nearly chopped on! Gets tall to try and cut this length ball outside off but it comes off the bottom edge and hits his body,0,Fazalhaq Farooqi,Gunathilaka,"['nearli', 'chop', 'get', 'tall', 'tri', 'cut', 'thi', 'length', 'ball', 'outsid', 'come', 'bottom', 'edg', 'hit', 'hi', 'bodi']"
1,SL,1,2.6,0,"Fazalhaq Farooqi to Gunathilaka, no run",slower ball. Fullish on off stump. Keeps his eyes on the ball and smothers a shot to the off side.,0,Fazalhaq Farooqi,Gunathilaka,"['slower', 'ball', 'fullish', 'stump', 'keep', 'hi', 'eye', 'ball', 'smother', 'shot', 'side']"
1,SL,1,3.1,1,"Naveen-ul-Haq to Rajapaksa, 1 run","lands on leg stump, punched into the onside and the pair exchange ends",1,Naveen-ul-Haq,Rajapaksa,"['land', 'leg', 'stump', 'punch', 'onsid', 'pair', 'exchang', 'end']"
1,SL,1,3.2,1,"Naveen-ul-Haq to Gunathilaka, 1 run","full, dug out and they come through for a single",1,Naveen-ul-Haq,Gunathilaka,"['full', 'dug', 'come']"
1,SL,1,3.3,6,"Naveen-ul-Haq to Rajapaksa, SIX runs","lovely pick-up, and Sri Lanka are off and away. Saw the slower delivery coming well in time, adjusted his position, and what a clean shot through the line that was! Carries all the way for a sizeable six.",6,Naveen-ul-Haq,Rajapaksa,"['love', 'pickup', 'sri', 'lanka', 'away', 'saw', 'slower', 'deliveri', 'come', 'well', 'time', 'adjust', 'hi', 'posit', 'clean', 'shot', 'line', 'wa', 'carri', 'way', 'sizeabl']"
1,SL,1,3.4,0,"Naveen-ul-Haq to Rajapaksa, no run","hard length this time, and it's defended back to the bowler",0,Naveen-ul-Haq,Rajapaksa,"['hard', 'length', 'thi', 'time', 'defend', 'back', 'bowler']"
1,SL,1,3.5,1,"Naveen-ul-Haq to Rajapaksa, 1 run","opens the face and runs it down to short third, who's sharp with his fielding",1,Naveen-ul-Haq,Rajapaksa,"['open', 'face', 'run', 'short', 'third', 'sharp', 'hi', 'field']"
