match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary,numerical_runs,bowler,batsman,preprocessed_commentary
5,BAN,1,1.2,2,"Theekshana to Mehidy Hasan Miraz, 2 runs","Full on off, driven to cover. It should be just a single but there's no one backing up at the non-striker's end and they get overthrows.",2,Theekshana,Mehidy Hasan Miraz,"['full', 'driven', 'cover', 'back', 'nonstrik', 'end', 'get', 'overthrow']"
5,BAN,1,1.3,1,"Theekshana to Mehidy Hasan Miraz, 1 run","length on the stumps, gets the front foot across and works this to deep backward square leg",1,Theekshana,Mehidy Hasan Miraz,"['length', 'stump', 'get', 'front', 'foot', 'across', 'work', 'thi', 'deep', 'backward', 'squar', 'leg']"
5,BAN,1,1.4,0,"Theekshana to Sabbir, no run",Carrom ball! Beats the outside edge off a good length.,0,Theekshana,Sabbir,"['beat', 'outsid', 'edg', 'good', 'length']"
5,BAN,1,1.5,0,"Theekshana to Sabbir, no run",Sabbir looks to work this onside from a length and almost gets a leading edge back to the bowler.,0,Theekshana,Sabbir,"['rabbit', 'look', 'work', 'thi', 'onsid', 'length', 'almost', 'get', 'lead', 'edg', 'back', 'bowler']"
5,BAN,1,1.6,0,"Theekshana to Sabbir, no run","good length on the stumps, stays back and pushes this back to Theekshana.",0,Theekshana,Sabbir,"['good', 'length', 'stump', 'stay', 'back', 'push', 'thi', 'back', 'theekshana']"
5,BAN,1,2.1,2,"Asitha Fernando to Mehidy Hasan Miraz, 2 runs","Charges down the track and looks to drive this high over mid-off. He doesn't get the connection though, but still manages a couple as this just about clears the infield.",2,Asitha Fernando,Mehidy Hasan Miraz,"['charg', 'track', 'look', 'drive', 'thi', 'high', 'doff', 'doe', ""n't"", 'get', 'connect', 'though', 'still', 'manag', 'thi', 'clear', 'infield']"
5,BAN,1,2.2,1,"Asitha Fernando to Mehidy Hasan Miraz, 1 run",Shorter this time and it's pulled towards deep midwicket. Again doesn't get the timing as it bounces well short of the man in the deep,1,Asitha Fernando,Mehidy Hasan Miraz,"['shorter', 'thi', 'time', 'pull', 'toward', 'deep', 'midwicket', 'doe', ""n't"", 'get', 'time', 'bounc', 'well', 'short', 'man', 'deep']"
5,BAN,1,2.3,1,"Asitha Fernando to Sabbir, 1 run","short of a length and another pull. Again can't get the timing, but this is in the gap between square leg and midwicket for one.",1,Asitha Fernando,Sabbir,"['short', 'length', 'anoth', 'pull', 'ca', 'nt', 'get', 'time', 'thi', 'gap', 'squar', 'leg', 'midwicket']"
5,BAN,1,2.4,1,"Asitha Fernando to Mehidy Hasan Miraz, 1 run","Short and pulled, once more mistimed down to deep square leg",1,Asitha Fernando,Mehidy Hasan Miraz,"['short', 'pull', 'onc', 'mistim', 'deep', 'squar', 'leg']"
5,BAN,1,2.5,W,"Asitha Fernando to Sabbir, OUT","Edged and taken! The peppering of short stuff gets the desired result! Sabbir goes for another pull, and he's once more late on the stroke. But this time he can only get a thick edge through to the keeper.",0,Asitha Fernando,Sabbir,"['edg', 'taken', 'pepper', 'short', 'stuff', 'get', 'desir', 'result', 'rabbit', 'goe', 'anoth', 'pull', 'onc', 'late', 'stroke', 'thi', 'time', 'onli', 'get', 'thick', 'edg', 'keeper']"
5,BAN,1,2.6,0,"Asitha Fernando to Shakib, no run","Big swing and a miss! This is angling away from the left hander, and he goes for an almighty heave first up. Gets nowhere near it as he's beaten on the outside edge. There's a brief chat between the SL players about a review for caught behind, but they decide against.",0,Asitha Fernando,Shakib,"['big', 'swing', 'miss', 'thi', 'angl', 'away', 'left', 'harder', 'goe', 'almighti', 'heav', 'first', 'get', 'nowher', 'near', 'beaten', 'outsid', 'edg', 'brief', 'chat', 'player', 'review', 'caught', 'behind', 'decid']"
5,BAN,1,3.1,1,"Theekshana to Mehidy Hasan Miraz, 1 run","length on off, stays in the crease and pokes this to point for a quick single. Good running.",1,Theekshana,Mehidy Hasan Miraz,"['length', 'stay', 'creas', 'poke', 'thi', 'point', 'quick', 'good', 'run']"
5,BAN,1,3.2,1,"Theekshana to Shakib, 1 run","length on the stumps, back foot punch to mid-on",1,Theekshana,Shakib,"['length', 'stump', 'back', 'foot', 'punch', 'mind']"
5,BAN,1,3.3,6,"Theekshana to Mehidy Hasan Miraz, SIX runs","Down the ground and launched over long-off! Great use of the feet, and this goes flat and far.",6,Theekshana,Mehidy Hasan Miraz,"['ground', 'launch', 'longoff', 'great', 'use', 'foot', 'thi', 'goe', 'flat', 'far']"
5,BAN,1,3.4,1,"Theekshana to Mehidy Hasan Miraz, 1 run","length on the stumps, gets forward and works this past midwicket for one",1,Theekshana,Mehidy Hasan Miraz,"['length', 'stump', 'get', 'forward', 'work', 'thi', 'past', 'midwicket']"
5,BAN,1,3.5,0,"Theekshana to Shakib, no run","Around the wicket now, length on the stumps. Driven straight to cover.",0,Theekshana,Shakib,"['around', 'wicket', 'length', 'stump', 'driven', 'straight', 'cover']"
5,BAN,1,3.6,1,"Theekshana to Shakib, 1 run","Quicker ball, 103kph, but on the pads. Worked in front of square for one",1,Theekshana,Shakib,"['quicker', 'ball', '103kph', 'pad', 'work', 'front', 'squar']"
5,BAN,1,4.1,1,"Asitha Fernando to Shakib, 1 run","Slower ball, 122kph, back of a length. Shakib is looking to smash this but is forced to hold back and dab it to mid-off for one",1,Asitha Fernando,Shakib,"['slower', 'ball', '122kph', 'back', 'length', 'shake', 'look', 'smash', 'thi', 'forc', 'hold', 'back', 'dab', 'doff']"
5,BAN,1,4.2,0,"Asitha Fernando to Mehidy Hasan Miraz, no run","Good length, shaping away, and beats Miraz on the outside edge of his backfoot defence. Beautiful bowling.",0,Asitha Fernando,Mehidy Hasan Miraz,"['good', 'length', 'shape', 'away', 'beat', 'mirza', 'outsid', 'edg', 'hi', 'barefoot', 'defens', 'beauti', 'bowl']"
5,BAN,1,4.3,6,"Asitha Fernando to Mehidy Hasan Miraz, SIX runs","Scoop/ramped for a maximum! Reminiscent of SKY from the other night, as he uses the pace and gets this high over the keeper's head.",6,Asitha Fernando,Mehidy Hasan Miraz,"['scoopramp', 'maximum', 'reminisc', 'sky', 'night', 'use', 'pace', 'get', 'thi', 'high', 'keeper', 'head']"
5,BAN,1,4.4,4,"Asitha Fernando to Mehidy Hasan Miraz, FOUR runs","Crunched down the ground now! This was fuller from Asitha and Miraz was waiting for it, as he absolutely nails this drive past a diving mid-off.",4,Asitha Fernando,Mehidy Hasan Miraz,"['crunch', 'ground', 'thi', 'wa', 'fuller', 'asthma', 'mirza', 'wa', 'wait', 'absolut', 'nail', 'thi', 'drive', 'past', 'dive', 'doff']"
5,BAN,1,4.5,4b,"Asitha Fernando to Mehidy Hasan Miraz, 4 byes","Three in three! Strays on the pads and this glances off the batter's pads and past the keeper. Byes given, even though there was a clear deflection off the pad.",4,Asitha Fernando,Mehidy Hasan Miraz,"['stray', 'pad', 'thi', 'glanc', 'batter', 'pad', 'past', 'keeper', 'bye', 'given', 'even', 'though', 'wa', 'clear', 'deflect', 'pad']"
5,BAN,1,4.6,3,"Asitha Fernando to Mehidy Hasan Miraz, 3 runs","full outside off and this is slashed high over point, and incredibly falls safe as three fielders converge around it. It's in the air for quite some time and they manage three.",3,Asitha Fernando,Mehidy Hasan Miraz,"['full', 'outsid', 'thi', 'slash', 'high', 'point', 'incred', 'fall', 'safe', 'fielder', 'converg', 'around', 'air', 'quit', 'time', 'manag']"
5,BAN,1,5.1,1,"Madushanka to Mehidy Hasan Miraz, 1 run",short and pulled down to deep square leg. Again the timing is just not there.,1,Madushanka,Mehidy Hasan Miraz,"['short', 'pull', 'deep', 'squar', 'leg', 'time']"
5,BAN,1,5.2,1,"Madushanka to Shakib, 1 run","length on the pads, nudged down to backward square leg",1,Madushanka,Shakib,"['length', 'pad', 'nudg', 'backward', 'squar', 'leg']"
5,BAN,1,5.3,4,"Madushanka to Mehidy Hasan Miraz, FOUR runs","down the track and smacked over cover! Adjusts beautifully here, as the bowler drags it short seeing Miraz come down the track, but the batter is ready for it and just slaps it over the infield.",4,Madushanka,Mehidy Hasan Miraz,"['track', 'smack', 'cover', 'adjust', 'beauti', 'bowler', 'drag', 'short', 'see', 'mirza', 'come', 'track', 'batter', 'readi', 'slap', 'infield']"
5,BAN,1,5.4,0,"Madushanka to Mehidy Hasan Miraz, no run","Again down the track, but only manages an inside edge to this length ball",0,Madushanka,Mehidy Hasan Miraz,"['track', 'onli', 'manag', 'insid', 'edg', 'thi', 'length', 'ball']"
5,BAN,1,5.5,0,"Madushanka to Mehidy Hasan Miraz, no run","Attempted yorker outside off, dug out towards short third man",0,Madushanka,Mehidy Hasan Miraz,"['attempt', 'yorker', 'outsid', 'dug', 'toward', 'short', 'third', 'man']"
5,BAN,1,5.6,2,"Madushanka to Mehidy Hasan Miraz, 2 runs","full on off, opens the face and guides this to the right of short third. Deep cover comes around to collect.",2,Madushanka,Mehidy Hasan Miraz,"['full', 'open', 'face', 'guid', 'thi', 'right', 'short', 'third', 'deep', 'cover', 'come', 'around', 'collect']"
5,BAN,1,6.1,1,"Hasaranga de Silva to Shakib, 1 run","tossed up on middle, worked to square leg for one",1,Hasaranga de Silva,Shakib,"['toss', 'middl', 'work', 'squar', 'leg']"
5,BAN,1,6.2,1lb,"Hasaranga de Silva to Mehidy Hasan Miraz, 1 leg bye","Big appeal for leg before from Hasaranga, as Miraz is beaten by the googly! Given not out and SL review. Miraz goes for the forward defence and his struck on the front pad, only question is whether this is striking in line, there's no bat involved. And the impact is indeed outside the line, so Sri Lanka have lost a review.",1,Hasaranga de Silva,Mehidy Hasan Miraz,"['big', 'appeal', 'leg', 'befor', 'hasaranga', 'mirza', 'beaten', 'googli', 'given', 'review', 'mirza', 'goe', 'forward', 'defens', 'hi', 'struck', 'front', 'pad', 'onli', 'question', 'whether', 'thi', 'strike', 'line', 'bat', 'involv', 'impact', 'inde', 'outsid', 'line', 'lost', 'review']"
5,BAN,1,6.3,0,"Hasaranga de Silva to Shakib, no run","short and wide, cut hard to cover. Missed opportunity for Shakib.",0,Hasaranga de Silva,Shakib,"['short', 'wide', 'cut', 'hard', 'cover', 'miss', 'opportun', 'shake']"
5,BAN,1,6.4,1,"Hasaranga de Silva to Shakib, 1 run","floated on off now, and this is driven in the air but long-off is in place to keep it to a single",1,Hasaranga de Silva,Shakib,"['float', 'thi', 'driven', 'air', 'longoff', 'place', 'keep']"
5,BAN,1,6.5,W,"Hasaranga de Silva to Mehidy Hasan Miraz, OUT","And Hasaranga, as he so often does, strikes in his first over! This was a tossed up googly on a length, and Miraz goes across the line with the sweep. He gets nowhere near it though, and he hears that dreaded death rattle as the middle and leg is disturbed.",0,Hasaranga de Silva,Mehidy Hasan Miraz,"['often', 'doe', 'strike', 'hi', 'first', 'thi', 'wa', 'toss', 'googli', 'length', 'mirza', 'goe', 'across', 'line', 'sweep', 'get', 'nowher', 'near', 'though', 'hear', 'dread', 'death', 'rattl', 'middl', 'leg', 'disturb']"
5,BAN,1,6.6,1,"Hasaranga de Silva to Mushfiqur, 1 run","length outside off, googly. Mushfiqur goes back and cuts this to backward point for one.",1,Hasaranga de Silva,Mushfiqur,"['length', 'outsid', 'googli', 'mushfiqur', 'goe', 'back', 'cut', 'thi', 'backward', 'point']"
5,BAN,1,7.1,1,"C Karunaratne to Mushfiqur, 1 run","leg cutter to start, which Mushfiqur guides down to third man with soft hands",1,C Karunaratne,Mushfiqur,"['leg', 'cutter', 'start', 'mushfiqur', 'guid', 'third', 'man', 'soft', 'hand']"
5,BAN,1,7.2,0,"C Karunaratne to Shakib, no run","full on off, Shakib looks to lean back and hit this back down the ground but can't connect as he would like. Goes straight to Chamika on the bounce.",0,C Karunaratne,Shakib,"['full', 'shake', 'look', 'lean', 'back', 'hit', 'thi', 'back', 'ground', 'ca', 'nt', 'connect', 'would', 'like', 'goe', 'straight', 'chamika', 'bounc']"
5,BAN,1,7.3,1,"C Karunaratne to Shakib, 1 run",Short and top edged on the pull. Shakib is very lucky here as it falls agonisingly wide of short fine leg running around.,1,C Karunaratne,Shakib,"['short', 'top', 'edg', 'pull', 'shake', 'veri', 'lucki', 'fall', 'agonizingli', 'wide', 'short', 'fine', 'leg', 'run', 'around']"
5,BAN,1,7.4,2,"C Karunaratne to Mushfiqur, 2 runs","length on off, dabbed past point for a couple",2,C Karunaratne,Mushfiqur,"['length', 'dab', 'past', 'point']"
5,BAN,1,7.5,0,"C Karunaratne to Mushfiqur, no run","full and strikes him on the pads. This is going down leg, but Mushfiqur knows he should be putting those away",0,C Karunaratne,Mushfiqur,"['full', 'strike', 'pad', 'thi', 'go', 'leg', 'mushfiqur', 'know', 'put', 'away']"
5,BAN,1,7.6,W,"C Karunaratne to Mushfiqur, OUT","Edged and gone! Back of a length and jagging away having pitched on middle, it has Mushfiqur defending on the back foot as the ball takes a healthy nick through to Mendis behind the stumps.",0,C Karunaratne,Mushfiqur,"['edg', 'g', 'back', 'length', 'nag', 'away', 'pitch', 'middl', 'ha', 'mushfiqur', 'defend', 'back', 'foot', 'ball', 'take', 'healthi', 'nick', 'mend', 'behind', 'stump']"
5,BAN,1,8.1,0,"Theekshana to Shakib, no run","length on the stumps, looks to works this onside, but only gets an inside edge onto his pads",0,Theekshana,Shakib,"['length', 'stump', 'look', 'work', 'thi', 'onsid', 'onli', 'get', 'insid', 'edg', 'onto', 'hi', 'pad']"
5,BAN,1,8.2,0,"Theekshana to Shakib, no run",fuller and driven back to Theekshana,0,Theekshana,Shakib,"['fuller', 'driven', 'back', 'theekshana']"
5,BAN,1,8.3,1,"Theekshana to Shakib, 1 run","pushed through fuller once more, makes room and drives this down to sweeper cover",1,Theekshana,Shakib,"['push', 'fuller', 'onc', 'make', 'room', 'drive', 'thi', 'sweeper', 'cover']"
5,BAN,1,8.4,1,"Theekshana to Afif, 1 run","length on off, opens the face and guides this to backward point for a quick single",1,Theekshana,Afif,"['length', 'open', 'face', 'guid', 'thi', 'backward', 'point', 'quick']"
5,BAN,1,8.5,4,"Theekshana to Shakib, FOUR runs","Finds the gap between long off and extra cover! Great shot, as this was a touch over pitched and he drives it beautifully in the gap.",4,Theekshana,Shakib,"['find', 'gap', 'long', 'extra', 'cover', 'great', 'shot', 'thi', 'wa', 'touch', 'pitch', 'drive', 'beauti', 'gap']"
5,BAN,1,8.6,1,"Theekshana to Shakib, 1 run","Another fortunate escape for Shakib! He goes for a sweep, and ends up top edging this high and straight. Long-off runs in to take the catch but can't get there in time.",1,Theekshana,Shakib,"['anoth', 'fortun', 'escap', 'shake', 'goe', 'sweep', 'end', 'top', 'edg', 'thi', 'high', 'straight', 'longoff', 'run', 'take', 'catch', 'ca', 'nt', 'get', 'time']"
5,BAN,1,9.1,4,"C Karunaratne to Shakib, FOUR runs",Scooped for four! Shuffles across and just uses the pace to run this down to fine leg. 6000 runs for Shakib as well!,4,C Karunaratne,Shakib,"['scoop', 'shuffl', 'across', 'use', 'pace', 'run', 'thi', 'fine', 'leg', 'run', 'shake', 'well']"
5,BAN,1,9.2,4,"C Karunaratne to Shakib, FOUR runs","And it's a carbon copy of the previous stroke! Great batting from Shakib,",4,C Karunaratne,Shakib,"['carbon', 'copi', 'previou', 'stroke', 'great', 'bat', 'shake']"
5,BAN,1,9.3,1,"C Karunaratne to Shakib, 1 run","full on off, driven to the right of extra cover for one",1,C Karunaratne,Shakib,"['full', 'driven', 'right', 'extra', 'cover']"
5,BAN,1,9.4,1,"C Karunaratne to Afif, 1 run","full on the pads, clipped to deep backward square leg",1,C Karunaratne,Afif,"['full', 'pad', 'clip', 'deep', 'backward', 'squar', 'leg']"
5,BAN,1,9.5,1,"C Karunaratne to Shakib, 1 run","Full on off, and driven hard square. Sweeper cover collects",1,C Karunaratne,Shakib,"['full', 'driven', 'hard', 'squar', 'sweeper', 'cover', 'collect']"
5,BAN,1,9.6,4,"C Karunaratne to Afif, FOUR runs","Short on the pads, and this pulled fine down to fine leg for four more! Great over for Bangladesh.",4,C Karunaratne,Afif,"['short', 'pad', 'thi', 'pull', 'fine', 'fine', 'leg', 'great', 'bangladesh']"
5,BAN,1,10.1,1,"Theekshana to Shakib, 1 run","Gives himself just a bit of room to the flatter one on middle, taps to covers for a run",1,Theekshana,Shakib,"['give', 'bit', 'room', 'flatter', 'middl', 'tap', 'cover', 'run']"
5,BAN,1,10.2,1,"Theekshana to Afif, 1 run","Quicker, on the pads, he gets across and works it towards midwicket where the fielder gives chase and intercepts",1,Theekshana,Afif,"['quicker', 'pad', 'get', 'across', 'work', 'toward', 'midwicket', 'fielder', 'give', 'chase', 'intercept']"
5,BAN,1,10.3,W,"Theekshana to Shakib, OUT","Cleans him with a ripper! Flights this one ever so slightly, Shakib as he has done all innings, gives himself room looking to loft over covers. Theekshana though keeps it wicket to wicket as the ball turns just that bit and beats Shakib all ends up. The middle stump takes a beating. Was the conventional off-break from Theekshana and had Shakib deceived. The batter is livid with himself as he walks off.",0,Theekshana,Shakib,"['clean', 'ripper', 'flight', 'thi', 'ever', 'slightli', 'shake', 'ha', 'inning', 'give', 'room', 'look', 'loft', 'cover', 'theekshana', 'though', 'keep', 'wicket', 'wicket', 'ball', 'turn', 'bit', 'beat', 'shake', 'end', 'middl', 'stump', 'take', 'beat', 'wa', 'convent', 'outbreak', 'theekshana', 'shake', 'deceiv', 'batter', 'livid', 'walk']"
5,BAN,1,10.4,0,"Theekshana to Mahmudullah, no run","Flatter outside off, he cuts it to point off the backfoot.",0,Theekshana,Mahmudullah,"['flatter', 'outsid', 'cut', 'point', 'barefoot']"
5,BAN,1,10.5,1,"Theekshana to Mahmudullah, 1 run","Wrong'un on middle and leg, picked up well as he goes back and works it to deep midwicket",1,Theekshana,Mahmudullah,"['wrong', 'middl', 'leg', 'pick', 'well', 'goe', 'back', 'work', 'deep', 'midwicket']"
5,BAN,1,10.6,0,"Theekshana to Afif, no run","Off break angled into the batter, who watches closely and pushes to point. Excellent spell from Theekshana.",0,Theekshana,Afif,"['break', 'angl', 'batter', 'watch', 'close', 'push', 'point', 'excel', 'spell', 'theekshana']"
5,BAN,1,11.1,0,"Madushanka to Mahmudullah, no run",Short of a length rising around the hip area as Mahmudullah mistimes his pull close to the bowler,0,Madushanka,Mahmudullah,"['short', 'length', 'rise', 'around', 'hip', 'area', 'mistim', 'hi', 'pull', 'close', 'bowler']"
5,BAN,1,11.2,1,"Madushanka to Mahmudullah, 1 run","Another short of the length delivery outside off, he goes back, stands tall and dabs it to third man for a run",1,Madushanka,Mahmudullah,"['anoth', 'short', 'length', 'deliveri', 'outsid', 'goe', 'back', 'stand', 'tall', 'dab', 'third', 'man', 'run']"
5,BAN,1,11.3,0,"Madushanka to Afif, no run","Good pace, banged in short outside off. He shapes up for the pull but is beaten by the pace. Does not connect.",0,Madushanka,Afif,"['good', 'pace', 'bang', 'short', 'outsid', 'shape', 'pull', 'beaten', 'pace', 'doe', 'connect']"
5,BAN,1,11.4,0,"Madushanka to Afif, no run","Lovely yorker on middle stump, he digs it nicely to backward point where Gunathilaka flies to his right and intercepts. Oh, they are checking for a catch as well. Looked like a bump ball on first glance. The soft signal is not out. Yep, the batter had squeezed it into the ground with the ball flying to backward point.",0,Madushanka,Afif,"['love', 'yorker', 'middl', 'stump', 'dig', 'nice', 'backward', 'point', 'gunathilaka', 'fli', 'hi', 'right', 'intercept', 'oh', 'check', 'catch', 'well', 'look', 'like', 'bump', 'ball', 'first', 'glanc', 'soft', 'signal', 'yep', 'batter', 'squeez', 'ground', 'ball', 'fli', 'backward', 'point']"
5,BAN,1,11.5,1,"Madushanka to Afif, 1 run","Length on on middle and leg, 141.1 kph, he looks to chip it much squarer but can only miscue it to long on but had mistimed it so much that long on was not able to get to it.",1,Madushanka,Afif,"['length', 'middl', 'look', 'chip', 'much', 'squarer', 'onli', 'miscu', 'long', 'mistim', 'much', 'long', 'wa', 'abl', 'get']"
5,BAN,1,11.6,1,"Madushanka to Mahmudullah, 1 run","Slower length ball around off, he gets across, taps it to midwicket and sets off looking for two. The bowler though does brilliantly to sprint across and prevent the batters.",1,Madushanka,Mahmudullah,"['slower', 'length', 'ball', 'around', 'get', 'across', 'tap', 'midwicket', 'set', 'look', 'bowler', 'though', 'doe', 'brilliantli', 'sprint', 'across', 'prevent', 'batter']"
5,BAN,1,12.1,0,"Hasaranga de Silva to Mahmudullah, no run","Flighted nicely on off, he can only mis-hit it back to the bolwer",0,Hasaranga de Silva,Mahmudullah,"['flight', 'nice', 'onli', 'mishit', 'back', 'bowler']"
5,BAN,1,12.2,1,"Hasaranga de Silva to Mahmudullah, 1 run","tossed up outside off, was the conventional legspinner, he pushes past point",1,Hasaranga de Silva,Mahmudullah,"['toss', 'outsid', 'wa', 'convent', 'legspinn', 'push', 'past', 'point']"
5,BAN,1,12.3,4,"Hasaranga de Silva to Afif, FOUR runs","Smashes it straight back and gets a four! Loopy leggie outside off, he smokes it straight and the long off was very wide to intercept.",4,Hasaranga de Silva,Afif,"['smash', 'straight', 'back', 'get', 'loopi', 'veggi', 'outsid', 'smoke', 'straight', 'long', 'wa', 'veri', 'wide', 'intercept']"
5,BAN,1,12.4,6,"Hasaranga de Silva to Afif, SIX runs","Googly outside leg stump, he spots it very early, gets the sweep out and absolutely pummels it over deep square leg . That was a top shot.",6,Hasaranga de Silva,Afif,"['googli', 'outsid', 'leg', 'stump', 'spot', 'veri', 'earli', 'get', 'sweep', 'absolut', 'pummel', 'deep', 'squar', 'leg', 'wa', 'top', 'shot']"
5,BAN,1,12.5,1,"Hasaranga de Silva to Afif, 1 run","Flighted on middle and leg, he turns it towards midwicket and sensibly takes a run",1,Hasaranga de Silva,Afif,"['flight', 'middl', 'leg', 'turn', 'toward', 'midwicket', 'sensibl', 'take', 'run']"
5,BAN,1,12.6,0,"Hasaranga de Silva to Mahmudullah, no run","Legspinner again on off, he gets a good stride out and defends it",0,Hasaranga de Silva,Mahmudullah,"['legspinn', 'get', 'good', 'stride', 'defend']"
5,BAN,1,13.1,1,"C Karunaratne to Afif, 1 run","Back of a length on off, he plays the short arm jab to long on.",1,C Karunaratne,Afif,"['back', 'length', 'play', 'short', 'arm', 'jab', 'long']"
5,BAN,1,13.2,2,"C Karunaratne to Mahmudullah, 2 runs","Length on the pads, he flicks it nicely to the right of backward square leg for a brace. Got that in the gap nicely, did Mahmudullah",2,C Karunaratne,Mahmudullah,"['length', 'pad', 'flick', 'nice', 'right', 'backward', 'squar', 'leg', 'brace', 'got', 'gap', 'nice']"
5,BAN,1,13.3,1,"C Karunaratne to Mahmudullah, 1 run","Back of a length on middle and leg, he works it to deep square leg",1,C Karunaratne,Mahmudullah,"['back', 'length', 'middl', 'leg', 'work', 'deep', 'squar', 'leg']"
5,BAN,1,13.4,0,"C Karunaratne to Afif, no run","Sower short ball on middle, he works it to short fine leg who collects it on the bounce. They were looking for a run, but Afif was sent back and rightly so. Mahmudullah would not have made it.",0,C Karunaratne,Afif,"['short', 'ball', 'middl', 'work', 'short', 'fine', 'leg', 'collect', 'bounc', 'look', 'run', 'wa', 'sent', 'back', 'rightli', 'would', 'made']"
5,BAN,1,13.5,1,"C Karunaratne to Afif, 1 run","Slower off-cutter on middle and leg, he works to deep midwicket. Timed it a bit too well to collect a couple.",1,C Karunaratne,Afif,"['slower', 'offcutt', 'middl', 'leg', 'work', 'deep', 'midwicket', 'time', 'bit', 'well', 'collect']"
5,BAN,1,13.6,1,"C Karunaratne to Mahmudullah, 1 run",Banged in short into the body of Mahmudullah who gets across and helps it to deep square leg for a run.,1,C Karunaratne,Mahmudullah,"['bang', 'short', 'bodi', 'get', 'across', 'help', 'deep', 'squar', 'leg', 'run']"
5,BAN,1,14.1,0,"Hasaranga de Silva to Mahmudullah, no run","Fuller on middle and leg, squeezes it to covers as he shimmies down the pitch",0,Hasaranga de Silva,Mahmudullah,"['fuller', 'middl', 'leg', 'squeez', 'cover', 'shimmi', 'pitch']"
5,BAN,1,14.2,6,"Hasaranga de Silva to Mahmudullah, SIX runs","Sound good and goes all the way! Picks the wrong'un, gets the slog sweep out and nails it in front of square. That is a timely six.",6,Hasaranga de Silva,Mahmudullah,"['sound', 'good', 'goe', 'way', 'pick', 'wrong', 'get', 'slog', 'sweep', 'nail', 'front', 'squar', 'time']"
5,BAN,1,14.3,4,"Hasaranga de Silva to Mahmudullah, FOUR runs","Fabulous! Flighted outside off, this time he gives himself room and goes inside out with the spin over extra cover.",4,Hasaranga de Silva,Mahmudullah,"['fabul', 'flight', 'outsid', 'thi', 'time', 'give', 'room', 'goe', 'insid', 'spin', 'extra', 'cover']"
5,BAN,1,14.4,2,"Hasaranga de Silva to Mahmudullah, 2 runs","Googly on middle and leg, keeps a bit low as he adjusts and works it in the gap between long on and midwicket.",2,Hasaranga de Silva,Mahmudullah,"['googli', 'middl', 'leg', 'keep', 'bit', 'low', 'adjust', 'work', 'gap', 'long', 'midwicket']"
5,BAN,1,14.5,0,"Hasaranga de Silva to Mahmudullah, no run","Flighted outside off, he pushes to point",0,Hasaranga de Silva,Mahmudullah,"['flight', 'outsid', 'push', 'point']"
5,BAN,1,14.6,2,"Hasaranga de Silva to Mahmudullah, 2 runs","Excellent running by the duo! Wrong'un, picked up well again. He just taps it to deep midwicket with soft hands and scampers back for two runs.",2,Hasaranga de Silva,Mahmudullah,"['excel', 'run', 'duo', 'wrong', 'pick', 'well', 'tap', 'deep', 'midwicket', 'soft', 'hand', 'scamper', 'back', 'run']"
5,BAN,1,15.1,0,"Asitha Fernando to Afif, no run","Back of a length on leg stump, he shapes up for the scoop but gets hit on the pads instead as the ball rolls to the keeper.",0,Asitha Fernando,Afif,"['back', 'length', 'leg', 'stump', 'shape', 'scoop', 'get', 'hit', 'pad', 'instead', 'ball', 'roll', 'keeper']"
5,BAN,1,15.2,6,"Asitha Fernando to Afif, SIX runs","SHOT, Sir! Slower short of a length delivery on middle, he gets inside the line of it and slams the pull over backward square leg. He did not have a lot of pace to work with but did well to juuust clear the leaping fielder.",6,Asitha Fernando,Afif,"['shot', 'sir', 'slower', 'short', 'length', 'deliveri', 'middl', 'get', 'insid', 'line', 'slam', 'pull', 'backward', 'squar', 'leg', 'lot', 'pace', 'work', 'well', 'clear', 'leap', 'fielder']"
5,BAN,1,15.3,4,"Asitha Fernando to Afif, FOUR runs","Oh, nicely done! Fuller, pacy delivery on middle, he gets across and this time nails the scoop over short fine leg. Afif is playing a gem.",4,Asitha Fernando,Afif,"['oh', 'nice', 'fuller', 'paci', 'deliveri', 'middl', 'get', 'across', 'thi', 'time', 'nail', 'scoop', 'short', 'fine', 'leg', 'play', 'gem']"
5,BAN,1,15.4,2,"Asitha Fernando to Afif, 2 runs","Rolls his fingers on the length ball on the pads, he turns it with soft hands to deep square leg and some superb running gets them two",2,Asitha Fernando,Afif,"['roll', 'hi', 'finger', 'length', 'ball', 'pad', 'turn', 'soft', 'hand', 'deep', 'squar', 'leg', 'superb', 'run', 'get']"
5,BAN,1,15.5,1,"Asitha Fernando to Afif, 1 run","Length outside off, he laces the drive to mid-off and sets off for a quick run. The fielder has a shy at the stumps, misses but Afif would have made it.",1,Asitha Fernando,Afif,"['length', 'outsid', 'lace', 'drive', 'doff', 'set', 'quick', 'run', 'fielder', 'ha', 'shi', 'stump', 'miss', 'would', 'made']"
5,BAN,1,15.6,2,"Asitha Fernando to Mahmudullah, 2 runs","Full toss on the pads, Mahmudullah does not capitalise fully and can just work it to the right of backward square leg for a brace",2,Asitha Fernando,Mahmudullah,"['full', 'toss', 'pad', 'doe', 'capitalist', 'fulli', 'work', 'right', 'backward', 'squar', 'leg', 'brace']"
